uri,title,skill_type,reuse_level,occupation_count
http://data.europa.eu/esco/skill/99ca6ed2-b6b8-4eb0-8180-92e750e546be,liaise with quality assurance,http://data.europa.eu/esco/skill-type/skill,optional,4
http://data.europa.eu/esco/skill/296e7a69-c21b-47ad-af28-bc1baee73c68,chemical technologies in metal manufacture,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/d1e78795-b3ed-40f4-abb0-21b689fa4ae5,separate metals from ores,http://data.europa.eu/esco/skill-type/skill,optional,4
http://data.europa.eu/esco/skill/bd08f332-a295-4a59-a13a-05b08ca3761b,install monitors for process control,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/7a66b8a3-502f-408e-ac69-46e72dec6ede,deal with pressure from unexpected circumstances,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/958b8802-ec3e-4813-97f7-6c8f48610dbd,identify process improvements,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/5ef9ba60-042f-476f-bed5-4e214a7927b2,communicate on minerals issues,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/f4482d36-86d0-422d-aeb2-59d1bbebb6ff,advise on mine equipment,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/f7b5d916-52f0-4865-b6a6-e1a3b711cb5e,implement strategic planning,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/96ec2d53-4f41-4172-8ef2-70742c4bb540,assess supplier risks,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d,identify customer's needs,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/6468e5fb-f3be-4025-87be-4b6556755c61,programmable logic controller,http://data.europa.eu/esco/skill-type/knowledge,optional,4
http://data.europa.eu/esco/skill/8712b176-c063-462f-9d0f-2e3c54d9a2eb,design microelectronics,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/c022ff1b-7783-4e64-89ef-0422c81ff51f,design microelectromechanical systems,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/6d12ac9b-5ec0-49b9-bd70-5a19352585cb,design integrated circuits,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/3edd4853-a8d2-4791-a5f0-af3a92f18245,electromagnetism,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/9cd87d80-9718-47e1-9ed4-cd85cbfebd0a,microassembly,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/3dc6fd8e-6ff7-432e-a262-04d487858efb,install hardware,http://data.europa.eu/esco/skill-type/skill,optional,4
http://data.europa.eu/esco/skill/b386e189-12c5-4df6-b1db-059eb3f6dd88,precision measuring instruments,http://data.europa.eu/esco/skill-type/knowledge,optional,4
http://data.europa.eu/esco/skill/162c7407-14ec-43ef-a4c2-31ccd1267850,design firmware,http://data.europa.eu/esco/skill-type/skill,optional,4
http://data.europa.eu/esco/skill/1ca140f8-d8aa-4e02-8ddc-31cbf75dd7ae,microwave principles,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/c500f5d0-42d4-4341-904e-cd4ef2ff3181,electromagnetic spectrum,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/5706691c-2c38-46e4-9e88-c55be7e5d3ff,digital camera sensors,http://data.europa.eu/esco/skill-type/knowledge,optional,4
http://data.europa.eu/esco/skill/baf501a8-f0fe-4ad7-9b69-8e920fa1a87b,test electronic units,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/8a2f841c-fe35-46c0-90bd-51858a88a83b,electronic components,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/6a2bc03b-e30d-429b-9549-5784cb92ae2f,printed circuit boards,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/71f81e1a-e2ca-48d6-b7b8-7a34c56c51f8,transmission technology,http://data.europa.eu/esco/skill-type/knowledge,optional,4
http://data.europa.eu/esco/skill/7d0f33ea-e724-4d77-8b75-ee4fe66bb9ba,plan manufacturing processes,http://data.europa.eu/esco/skill-type/skill,optional,4
http://data.europa.eu/esco/skill/86065a19-7537-4bd5-b41c-7e0638d67b58,follow safety standards in industrial contexts,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/a1a032e1-4b7a-4603-8516-43d83707ffac,set up machine controls,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/2bbdea06-a265-42b5-bb4f-7241b661f069,electromechanics,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/bf419e00-8548-491a-a06f-d72ab439df2f,pneumatics,http://data.europa.eu/esco/skill-type/knowledge,optional,4
http://data.europa.eu/esco/skill/6a72c057-499f-4fe4-b425-0fbe2a50ce07,calibrate mechatronic instruments,http://data.europa.eu/esco/skill-type/skill,optional,4
http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/85e6b82a-8244-45f6-8300-a6b2d62ee748,communicate test results to other departments,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/d9b6af48-e906-4a2a-94d9-557023740180,biomedical engineering,http://data.europa.eu/esco/skill-type/knowledge,optional,4
http://data.europa.eu/esco/skill/f96f5aa5-6ed7-40dc-a431-68b0a09d6d4b,design automation components,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/564e86a6-0916-44e6-b3d6-d99bc0c1f194,mitigate environmental impact of pipeline projects,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/09473fea-69ea-40dc-9ff4-bbaaff10840e,conduct engineering site audits,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/c1d7a6df-92e8-4b2f-9259-e04dd7242be3,types of pipelines,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/4334037f-c1d8-4241-b82e-8db7e469327b,electricity market,http://data.europa.eu/esco/skill-type/knowledge,optional,4
http://data.europa.eu/esco/skill/f191c306-f0eb-4cb8-82fb-3331adbbc6f1,adapt energy distribution schedules,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/200a8387-d67c-43e4-9cdc-44ab592c299e,ensure regulatory compliance in pipeline infrastructures,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/0b4c6885-eecd-48b5-b9da-c5c20a5f9550,monitor utility equipment,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/b422efe7-b151-4120-86ae-db11a48dd0fa,advise on environmental remediation,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/7ff9cce1-6518-48db-8f59-2beb81508fb2,provide information on wind turbines,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/465af498-53b1-4e04-9f49-7458afb59274,design utility equipment,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/981f770c-24f1-4711-afc0-13a6fa1a33ab,create designs for pipeline engineering,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/c49eb4a4-7b5f-44e6-b346-7153879ac86b,industrial heating systems,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/6542601c-92ee-4a03-abd9-fde0635727a2,respond to electrical power contingencies,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/2b76cbbf-eddc-4a12-a120-f4ea370820a5,ensure safety in electrical power operations,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,solar energy,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/69f23426-9279-4fe6-a283-24c2aa4c855d,ensure equipment availability,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/7ae62140-fe02-4ee3-a0c5-fb5668a2870d,consumer protection,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/b7b381f5-7de2-4f91-9a8f-524041cb47d9,instrumentation engineering,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/cf3e976d-2c3e-495c-a874-f9e8a66d3b48,perform backups,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/7e1f9657-ab4e-407c-842f-b846197060e3,execute ICT audits,http://data.europa.eu/esco/skill-type/skill,optional,4
http://data.europa.eu/esco/skill/22b8039c-c890-4610-9228-5527e3b98f12,set quality assurance objectives,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/ccbd0898-e225-4abc-8992-57a23b0e2eec,support implementation of quality management systems,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/f9d70f2a-c3f0-475d-ac55-dc2e2ba856e8,lead inspections,http://data.europa.eu/esco/skill-type/skill,essential,4
http://data.europa.eu/esco/skill/8881a9c2-bd07-4954-bf27-c1f8acca9af0,sociology,http://data.europa.eu/esco/skill-type/knowledge,essential,4
http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d,embedded systems,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/3c42d13b-d6e4-4ed9-bdc4-991251461dc4,engineering control theory,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/0ab03c6c-281b-48f4-83e0-10eeb27a1bae,network management system tools,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/7557f0f4-b8bc-4ac0-b91e-222ab1ba744f,tools for ICT test automation,http://data.europa.eu/esco/skill-type/knowledge,optional,3
http://data.europa.eu/esco/skill/6fa1c2c0-a012-4ca0-9642-e01569ba322c,ICT system integration,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/5dd96c59-5955-474b-8cf5-e986a5b50f1a,aerospace engineering,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/6b9194f0-f8bb-4b9a-96a5-2203c9c2671b,oversee assembly operations,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779,create data models,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/2450c3b3-e78e-435b-b84d-e05d984e71dc,software architecture models,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,ICT project management,http://data.europa.eu/esco/skill-type/knowledge,optional,3
http://data.europa.eu/esco/skill/4cb51222-3e2e-417c-9a5c-e9ccf262721d,ensure compliance with company regulations,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/85f46538-ae70-498a-bfbc-b8ddafe96c7d,levels of software testing,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016,human-computer interaction,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/29154735-107a-4daa-a050-537f7707f34e,conduct content quality assurance,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/ed39edd3-44d0-4a16-9796-bfb99f92baf3,ICT performance analysis methods,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/6a536b36-c5c7-4d10-bf67-a4fb0f8549b2,audit techniques,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/11eebd42-44ab-401d-8a2c-bdb9fc9beb50,information security strategy,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/896563fc-6255-4419-89c2-ffed30159ad6,conduct research interview,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213,visual presentation techniques,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/6c08403c-a5bb-4868-b8c2-b7d039c0e511,design database scheme,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,information categorisation,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389,deliver visual presentation of data,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/a80fb090-63f4-4b05-83a5-2f090deb7757,manage data collection systems,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec,information extraction,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,data mining,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29,interpret current data,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078,analyse scientific data,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/e3fcd642-5f9c-48ee-be58-258dd895d281,collect biological data,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/3c35dfa4-6dae-45a5-ae0a-f6a45923a95f,biometrics,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/f88cb903-83a2-44a3-98a8-e72180ec37a9,plan research process,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/82fc3feb-752b-4d49-803d-c08a717917aa,geophysics,http://data.europa.eu/esco/skill-type/knowledge,optional,3
http://data.europa.eu/esco/skill/34dc9e73-c35e-46a4-a35d-4417b721437c,prepare raw materials,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/0bc42cda-a6f0-4cac-9b34-7911faba0bd4,microbiology-bacteriology,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/75f650d0-9096-4b8f-bbd6-ad05ee3f6121,document analysis results,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/5e09534b-9ba1-4f29-84ad-1b3ad66d2dc8,review meteorological forecast data,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/442328a8-8a11-4e15-b80c-402a9bd5844d,conduct research on climate processes,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/7c3a172a-4c14-4a32-b4d7-bfc9913f9e25,study aerial photos,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/440f64e5-e66c-45ee-bc29-53c14a2ad720,use geographic information systems,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/377861af-f966-4c87-a2db-7e99904312b9,geographic information systems,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/c94dd931-f568-48e2-9a1c-922f1ce21f67,demography,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/4f060129-8b75-4d58-a8dd-515bd8fef349,develop financial statistics reports,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/dbdd03ec-f64f-4916-8a86-cc71d765cc20,advise on legislative acts,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/bb165899-d95f-4433-95f2-173fefd716d2,develop statistical software,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/b30b6e13-6688-4035-b99b-fb3a1def0833,archive scientific documentation,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/bfe4f330-d595-48c7-ab3c-f309471d6953,psychology,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/1cca610d-2afc-44a7-97fc-f2262fb5fc75,surveying,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/790a335b-2005-4b8a-b6fe-47ff7701ebb7,topography,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/af1df253-5103-46d7-a757-b17bf5a4e581,operate surveying instruments,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/120b9b87-3aad-4a42-b5e7-1b146a672038,record survey measurements,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/2dfa5bd5-c87c-461c-bce9-69b2c58732bd,cartography,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/9295d1c5-8d7d-423e-a6ce-dfbc1d991f88,apply digital mapping,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/d329b1ed-6e7a-400e-bca2-7c1936fbfbcb,advise architects,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/43b13058-68d0-40c6-8031-caf5a7b7d20c,keep task records,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/6f41081b-39ee-4a42-a8d4-a1cee7a39873,run laboratory simulations,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/d669af41-756c-48d9-a286-1443253f54b1,tax legislation,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa,economics,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/b0560439-14eb-41d1-aa53-1938efc24123,content marketing strategy,http://data.europa.eu/esco/skill-type/knowledge,optional,3
http://data.europa.eu/esco/skill/7edc05fe-378b-4c9e-bbb2-e5a29c5a845f,perform public relations,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/c4118654-695f-44bc-b9d3-1b26f3a955f8,international import export regulations,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/d8c19849-f4cf-458d-90cd-abe735a729bf,develop instrumentation systems,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/c0326e27-5fa8-4dca-aecb-ed89ab491513,prepare visual data,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/77f109c4-3107-4d2a-a512-5160ac103933,analyse environmental data,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/39e71107-3aa9-41a0-809c-edea477c968f,conduct land surveys,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/0415142d-6921-4f8d-832b-6271382b8193,test materials,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/50f8b1de-747c-4967-9732-3db89c365261,perform chemical experiments,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/74c0c0d2-aeb8-44b2-b86a-117d0455ae88,composite materials,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/fb8464e3-949e-4cc0-b50b-be7cf9c3e250,basic chemicals,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/4309a39d-af97-4e56-8d0e-5351b7b8dd01,develop chemical products,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/9148c1e4-beae-433c-bd72-e4a009440744,monitor production developments,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/5f97fac8-2001-4b81-ae8b-22f9062d921a,identify hazards in the workplace,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/e7219848-a27a-4bf4-8775-d367707be7c9,sales strategies,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/0f0698e7-04e4-4bf7-9af2-e3191147525a,optimise production processes parameters,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/4aa5e293-ec94-4c55-b51c-1145d15fbbd2,extract materials from furnace,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/a349fbfc-8b65-44f2-a112-761be2218cbc,report defective manufacturing materials,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/87434439-c07d-48be-af34-b0cdd03121c4,design engineering components,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/f0ab5d57-4be7-411b-afce-b4a76a142302,electrical machines,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/c3fb1757-a529-4336-8898-4e96cd99f95f,use chemical analysis equipment,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/1c5f1010-17aa-4a17-acd3-3bbef4fcd2b4,corrosion types,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/f929c89e-c363-4132-a918-e021d57b307c,supply chain management,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/cfbe1cdb-1738-45a1-b442-75cbda1fff06,mine dump design,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/cffc3e97-e942-4b13-a2f3-0bf4910c06d3,use technical documentation,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc,ICT software specifications,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/a59708e3-e654-4e37-8b8a-741c3b756eee,multimedia systems,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/532bcdca-a889-4dea-8f7f-4e03d8cfd0d2,aircraft mechanics,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/9b3a7918-c4f0-4f3f-9eaf-72c952d17374,maintain mine machinery,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/ad5ea463-5dc7-497e-b5fa-e1a1db0aaa08,install mining machinery,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/ebed12be-5b84-4962-a4bb-9ef569fa2661,mechanical mine machinery manuals,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/6eff134b-e34f-4d6e-a6e8-5e47cf2228d0,risk management,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/2fd77342-8b8d-414e-8b03-5a65f79e9b78,maintain nuclear reactors,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/44e2c4c4-9fd2-42d4-a133-d81360ded4bc,manage health and safety standards,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/bf318ffc-0b68-4915-80be-8c8b500d344c,test safety strategies,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,urban planning,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/7d35602d-bc94-4975-aa7c-f4e8e05ce8e0,cost management,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/60ab2bf7-c812-4a88-86c0-7c81a9b2f77c,carry out environmental audits,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/5aa79c4a-8b29-4d57-8723-b9a69ef0727e,design strategies for nuclear emergencies,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/d1041406-2c24-4177-9b64-406621a8865e,assess suitability of metal types for specific application,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/54936e0e-2e1c-4b04-b73d-720b85a3f907,work in metal manufacture teams,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/29d762da-1711-4a3c-b424-f0a404f4bf2d,join metals,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/6055f185-3214-491e-975a-cfcc1756fe1d,metal forming technologies,http://data.europa.eu/esco/skill-type/knowledge,essential,3
http://data.europa.eu/esco/skill/476b2f93-c92d-4aa4-ae0e-eefd224497c3,maintain ore processing equipment,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/8794f8b6-8217-4e1e-91c8-ae1345bb4f7e,extract products from moulds,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/3606bf22-1987-4356-b8c4-13e89d8f6c69,interpret extraction data,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/cd4b9e72-a18d-44bd-b227-14bbdd162dc1,prepare samples for testing,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/16886497-e872-421a-8b9c-dc7fbbbb1ba5,design metal components,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/60ccdd6a-c100-43cf-9797-543a5c42b922,ensure health and safety in manufacturing,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/32ac6bfb-8b86-4312-9421-dcb8e0203ab5,process incident reports for prevention,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/d3db0350-dcfd-4a36-b5a8-f9e6cd1ef6f5,provide manufacturing documentation,http://data.europa.eu/esco/skill-type/skill,optional,3
http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae,maintain relationship with customers,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/3d0a644e-d056-46cb-aa0e-fbf6f88fcbb1,investigate mine accidents,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/a4ec696c-ac73-4bd5-8a3c-09a783cf3944,use mine planning software,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/7f7756fc-d89d-41d5-93ef-85991603f4ad,manage financial risk,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/42ab725f-e57f-4320-a9fd-ac3d6717963d,ensure customs compliance,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/de857fbb-91a6-4a3f-8a47-93a9c1a616c8,plan transport operations,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/faf8943c-72ff-4736-a587-25508695d6f0,maintain financial records,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/81db5616-3c98-4317-a728-5dae08d44bd4,comprehend financial business terminology,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,design electrical systems,http://data.europa.eu/esco/skill-type/skill,essential,3
http://data.europa.eu/esco/skill/c8bd9f9f-0ec6-447a-ab78-ad6eeeed9aa8,electrical testing methods,http://data.europa.eu/esco/skill-type/knowledge,essential,3
