vacancy_id,name,salary_from,salary_to,salary_currency,experience,schedule,employment,area,employer_name,professional_roles,key_skills,published_at,url,search_query
129542164,"Продавец (Новокузнецк, Центральный, Металлургов, 48)",38400,49900,RUR,noExperience,flexible,part,Новокузнецк,Пятёрочка,"Продавец-консультант, продавец-кассир",,2026-01-17T07:57:17+0300,https://hh.ru/vacancy/129542164,металлургия
129541305,"Администратор магазина (Орёл, Металлургов, 15)",51900,56600,RUR,between1And3,fullDay,full,Орел,Пятёрочка,"Администратор магазина, администратор торгового зала",,2026-01-17T05:38:12+0300,https://hh.ru/vacancy/129541305,металлургия
129566122,"Старший продавец (Тула, Металлургов, 65а)",60000,,RUR,between1And3,shift,full,Тула,Торговый дом Тульский мясокомбинат,"Продавец-консультант, продавец-кассир","Обслуживание покупателей,Выкладка товаров,Контроль сроков годности,Приемка груза,Кассовые операции,Торговля,Пополнение товарных запасов,Кассовые документы,Оприходование товара",2026-01-19T08:18:14+0300,https://hh.ru/vacancy/129566122,металлургия
129677393,"Продавец (Тула, 2-й Металлургов, 3А)",56000,64000,RUR,noExperience,flexible,part,Тула,Пятёрочка,"Продавец-консультант, продавец-кассир",,2026-01-20T20:51:52+0300,https://hh.ru/vacancy/129677393,металлургия
128970047,"Управляющий магазином (ул Металлургов, д 80Г)",,97835,RUR,between1And3,fullDay,full,Тула,"ДИКСИ, группа компаний","Директор магазина, директор сети магазинов","Работа в команде,Ориентация на результат,Доброжелательность,Управление персоналом,Обучение персонала,Знание кассовой дисциплины",2026-01-20T17:01:32+0300,https://hh.ru/vacancy/128970047,металлургия
129790236,Региональный торговый представитель (Огнеупорные материалы для металлургии и литейного производства),150000,,RUR,between3And6,remote,full,Красноярск,ANCOR,Другое,,2026-01-23T11:10:30+0300,https://hh.ru/vacancy/129790236,металлургия
129456240,"Уборщик/уборщица (пр. Металлургов, 53)",22500,,RUR,noExperience,fullDay,full,Красноярск,ЦирюльникЪ Красноярск,"Уборщица, уборщик",,2026-01-15T10:23:44+0300,https://hh.ru/vacancy/129456240,металлургия
129158778,Администратор проекта ПО металлургии,,,,between1And3,fullDay,full,Москва,НИИТФА,Руководитель проектов,"MS PowerPoint,MS Project,Управление проектами",2026-01-12T10:10:46+0300,https://hh.ru/vacancy/129158778,металлургия
129262121,"Старший мастер (металообработка, металлургия)",,,,between3And6,fullDay,full,Ижевск,АгроХолодМаш-Компрессор,Начальник производства,"Производственное планирование,Умение планировать,Умение читать чертежи,Способность обучать других,Металлообработка,Организаторские навыки,Машиностроение,Сборочное производство",2026-01-12T08:30:06+0300,https://hh.ru/vacancy/129262121,металлургия
129259420,"Продавец (Красноярск, Металлургов, 16)",46000,59800,RUR,noExperience,flexible,part,Красноярск,Пятёрочка,"Продавец-консультант, продавец-кассир",,2026-01-12T07:41:26+0300,https://hh.ru/vacancy/129259420,металлургия
129576125,"Механик-диагност в автосалон (ул. Металлургов, 65)",,,,between1And3,shift,full,Екатеринбург,ИЮЛЬ авто,"Автослесарь, автомеханик",,2026-01-19T10:05:47+0300,https://hh.ru/vacancy/129576125,металлургия
127083686,Менеджер по продажам,80000,,RUR,noExperience,fullDay,full,Новосибирск,ГК Сибирский Металлург,"Менеджер по продажам, менеджер по работе с клиентами","Работа с поставщиками,Мониторинг цен,Ценообразование,Мониторинг рынка,Коммуникативные навыки,B2B Продажи,Анализ конкурентной среды,Аналитическое мышление,Управление продажами,Навыки продаж,Управление отношениями с клиентами,Развитие продаж,Битрикс24,Участие в Тендерах,Навыки межличностного общения,Ориентация на клиента,Развитие ключевых клиентов,Телефонные переговоры,Активные продажи",2026-02-07T10:04:21+0300,https://hh.ru/vacancy/127083686,металлургия
129403828,Заведующий лабораторией разрушающих испытаний (металлургия),75000,,RUR,between3And6,fullDay,full,Нижний Новгород,Окский машиностроительный завод,Другое,"Пользователь ПК,Работа в команде,оформление документации,Точность и внимательность к деталям,Работа на производстве,Контроль качества,Высшее образование,Организаторские навыки,Управление персоналом",2026-01-14T10:34:17+0300,https://hh.ru/vacancy/129403828,металлургия
129553643,"Менеджер по продажам (Екатеринбург, Металлургов, 87, МЕГА)",77000,,RUR,noExperience,flexible,full,Екатеринбург,Розничная сеть МТС,"Продавец-консультант, продавец-кассир","Розничная торговля,Работа с кассой,Работа в команде,Консультирование клиентов,Торговля",2026-01-18T14:37:30+0300,https://hh.ru/vacancy/129553643,металлургия
129529782,Фармацевт/Провизор/Медицинский консультант (ш. Металлургов),60000,,RUR,noExperience,shift,full,Челябинск,Сеть аптек Апрель,Фармацевт-провизор,,2026-01-16T16:13:10+0300,https://hh.ru/vacancy/129529782,металлургия
129501428,"Электрик-диагност автомобилей (ул. Металлургов, 65)",,,,between1And3,fullDay,full,Екатеринбург,ИЮЛЬ авто,"Автослесарь, автомеханик",,2026-01-16T08:46:12+0300,https://hh.ru/vacancy/129501428,металлургия
129500512,Ассистент отдела сервиса (ул. Металлургов 65),,,,noExperience,shift,full,Екатеринбург,ИЮЛЬ авто,Другое,,2026-01-16T08:37:21+0300,https://hh.ru/vacancy/129500512,металлургия
129349368,Заместитель управляющего магазином (пер. Металлургов),100600,134000,RUR,between1And3,fullDay,full,Ступино (Московская область),Сеть супермаркетов ДА!,"Директор магазина, директор сети магазинов","Розничная торговля,Управление командой,Проведение инвентаризаций,Работа в режиме многозадачности",2026-01-13T11:29:48+0300,https://hh.ru/vacancy/129349368,металлургия
129328065,Заместитель главного металлурга-начальник отдела,,,,between3And6,fullDay,full,Омск,РОСКОСМОС,Начальник производства,,2026-01-13T07:09:45+0300,https://hh.ru/vacancy/129328065,металлургия
129655231,Управляющий директор по кредитованию клиентов горной добычи и металлургии,,,,between3And6,fullDay,full,Москва,Московский Кредитный Банк,Финансовый директор (CFO),"Моделирование,Финансовое моделирование,Анализ ФХД",2026-01-20T14:00:57+0300,https://hh.ru/vacancy/129655231,металлургия
129482625,"Управляющий магазином (пр. Металлургов, 6А)",54500,,RUR,between1And3,fullDay,full,Ярцево,Детский мир,"Директор магазина, директор сети магазинов",,2026-01-15T16:38:23+0300,https://hh.ru/vacancy/129482625,металлургия
129268876,"Товаровед ломбарда (Орел, Металлургов, 16)",57600,,RUR,noExperience,shift,full,Орел,"585, Золотой",Товаровед,,2026-01-12T09:40:47+0300,https://hh.ru/vacancy/129268876,металлургия
129268870,"Товаровед ломбарда (Орел, Металлургов, 16)",57600,,RUR,noExperience,shift,full,Орел,"585, Золотой",Товаровед,,2026-01-12T09:40:42+0300,https://hh.ru/vacancy/129268870,металлургия
129259518,"Пекарь (Надвоицы, Надвоицы, Металлургов, 11)",53000,62000,RUR,noExperience,fullDay,full,Надвоицы,Пятёрочка,"Повар, пекарь, кондитер",,2026-01-12T07:42:19+0300,https://hh.ru/vacancy/129259518,металлургия
129257683,"Продавец (Тула, Металлургов, 65А)",56000,64000,RUR,noExperience,flexible,part,Тула,Пятёрочка,"Продавец-консультант, продавец-кассир",,2026-01-12T06:55:35+0300,https://hh.ru/vacancy/129257683,металлургия
129507170,Ведущий инженер-проектировщик обогатитель / металлург / Инженер-проектировщик,250000,,RUR,between3And6,remote,full,Москва,Бенитех,"Инженер-конструктор, инженер-проектировщик",,2026-01-16T10:22:32+0300,https://hh.ru/vacancy/129507170,металлургия
129653009,Менеджер по продажам (металлопрокат),100000,500000,RUR,between1And3,fullDay,full,Москва,НПК Специальная Металлургия-Москва,"Менеджер по продажам, менеджер по работе с клиентами","B2B Продажи,Холодные звонки,Теплые продажи,Ведение переговоров,Телефонные переговоры,Поиск и привлечение клиентов,Активные продажи,Консультирование клиентов,Выявление потребностей,Холодные продажи,Подготовка коммерческих предложений,CRM,Работа с клиентами,Работа с ключевыми клиентами,Деловое общение,Организация деловых встреч,Участие в Тендерах,Заключение договоров,Деловая коммуникация,Технологии металлургии,SPIN-продажи,Мониторинг рынка",2026-02-07T13:35:54+0300,https://hh.ru/vacancy/129653009,металлургия
129501978,Начинающий ассистент отдела выкупа (ул. Металлургов 65),,,,noExperience,fullDay,full,Екатеринбург,ИЮЛЬ авто,Другое,,2026-01-16T08:58:33+0300,https://hh.ru/vacancy/129501978,металлургия
129499777,Ассистент отдела выкупа автомобилей (ул. Металлургов 65),,,,noExperience,fullDay,full,Екатеринбург,ИЮЛЬ авто,"Менеджер по продажам, менеджер по работе с клиентами",,2026-01-16T08:34:00+0300,https://hh.ru/vacancy/129499777,металлургия
129500669,"Водитель-курьер в Пятёрочку (Карабаш, Металлургов, 4)",,210000,RUR,noExperience,flexible,full,Карабаш (Челябинская область),X5 Digital,Курьер,,2026-01-16T08:37:41+0300,https://hh.ru/vacancy/129500669,металлургия
129500523,"Курьер-водитель в Пятёрочку (Тула, Металлургов, 43)",,210000,RUR,noExperience,flexible,full,Тула,X5 Digital,Курьер,,2026-01-16T08:37:23+0300,https://hh.ru/vacancy/129500523,металлургия
129485718,"Водитель-курьер в ""Пятерочку"" (Заринск, Металлургов, 5)",,184000,RUR,noExperience,flexible,full,Заринск,X5 Digital,Курьер,,2026-01-15T17:20:27+0300,https://hh.ru/vacancy/129485718,металлургия
129516152,"Ведущий инженер-проектировщик обогатитель / металлург / технолог , Инженер-проектировщик",230000,,RUR,between3And6,remote,full,Москва,Бенитех,"Инженер-конструктор, инженер-проектировщик",,2026-01-16T12:29:13+0300,https://hh.ru/vacancy/129516152,металлургия
129852272,Менеджер по продажам,150000,300000,RUR,between1And3,fullDay,full,Санкт-Петербург,НПК Специальная Металлургия СПб,"Менеджер по продажам, менеджер по работе с клиентами","Активные продажи,B2B Продажи,Поиск и привлечение клиентов,Телефонные переговоры,Работа с CRM,Заключение договоров,Выявление потребностей,Холодные звонки,Холодные продажи,Теплые продажи,Консультативные продажи,SPIN-продажи,Подготовка коммерческих предложений",2026-02-07T09:05:47+0300,https://hh.ru/vacancy/129852272,металлургия
129425564,Ведущий инженер-проектировщик ЭТР (электротехнических решений)/металлургия,180000,,RUR,between1And3,fullDay,full,Москва,Кушнер Елена Анатольевна,"Инженер-конструктор, инженер-проектировщик",,2026-01-14T14:52:21+0300,https://hh.ru/vacancy/129425564,металлургия
129613129,"Специалист по проектам направления ""Металлургия и горное дело, IT и Цифровизация""",,,,between1And3,fullDay,full,Мончегорск,Норникель,"Инженер-конструктор, инженер-проектировщик",,2026-01-19T17:09:38+0300,https://hh.ru/vacancy/129613129,металлургия
129612486,"Главный менеджер проектов направления ""Металлургия и горное дело, IT и Цифровизация""",,,,between3And6,fullDay,full,Иркутск,Норникель,Руководитель проектов,,2026-01-19T17:03:23+0300,https://hh.ru/vacancy/129612486,металлургия
128838926,"Управляющий магазином, ул Металлургов, д 1а",,97835,RUR,between1And3,fullDay,full,Тула,"ДИКСИ, группа компаний","Директор магазина, директор сети магазинов","Работа в команде,Ориентация на результат,Доброжелательность,Управление персоналом,Обучение персонала,Знание кассовой дисциплины",2026-01-13T16:13:36+0300,https://hh.ru/vacancy/128838926,металлургия
129330093,"Начинающий специалист Yota (г. Орёл, ул. Металлургов)",40000,45000,RUR,noExperience,fullDay,full,Орел,Yota,Другое,"Коммуникабельность,Доброжелательность",2026-01-13T08:06:41+0300,https://hh.ru/vacancy/129330093,металлургия
102233915,Электромонтер по ремонту и обслуживанию электрооборудования,90600,98800,RUR,between1And3,flexible,full,Новокузнецк,Вторресурс-Переработка,Электромонтажник,,2026-02-10T06:08:14+0300,https://hh.ru/vacancy/102233915,металлургия
129497278,"Ведущий инженер-проектировщик ТХ/ обогатитель / металлург / технолог , Инженер-проектировщик",230000,,RUR,between3And6,remote,full,Екатеринбург,Бенитех,"Инженер-конструктор, инженер-проектировщик",,2026-01-16T07:22:22+0300,https://hh.ru/vacancy/129497278,металлургия
129266701,Оператор 1 С/ Консультант 1С,75000,75000,RUR,between1And3,fullDay,full,Ростов-на-Дону,НПЦ Металлург,"Программист, разработчик",,2026-02-05T09:49:30+0300,https://hh.ru/vacancy/129266701,металлургия
129501354,Менеджер по продажам автомобилей с пробегом (ул. Металлургов 65),,,,noExperience,shift,full,Екатеринбург,ИЮЛЬ авто,"Менеджер по продажам, менеджер по работе с клиентами",Знание устройства автомобиля,2026-01-16T08:45:20+0300,https://hh.ru/vacancy/129501354,металлургия
127904054,Руководитель отдела продаж финансовых услуг (ул. Металлургов 65),,,,between1And3,fullDay,full,Екатеринбург,ИЮЛЬ авто,Руководитель отдела продаж,,2026-01-14T09:01:35+0300,https://hh.ru/vacancy/127904054,металлургия
129622267,"Продавец-кассир в магазин Светофор, г.Красноярск улица Металлургов 2Р (Советский р-н)",42000,,RUR,noExperience,flexible,full,Красноярск,Светофор (ООО Торгсервис 342),"Продавец-консультант, продавец-кассир",,2026-01-20T05:25:28+0300,https://hh.ru/vacancy/129622267,металлургия
129525047,Технолог по обработке металлов,85000,,RUR,between1And3,fullDay,full,Рыбинск,Ирбис Скай Тех,Технолог,"Технологии металлургии,Разработка технических заданий,Знание свойств металлов,Автоматизация технологических процессов,Контроль качества,Технический контроль производства,Управление производством,Технологии машиностроения и приборостроения,Составление технологических карт",2026-02-09T15:00:06+0300,https://hh.ru/vacancy/129525047,металлургия
129350152,"Руководитель по развитию проектов и продаж (нефтегаз, химия, металлургия)",,,,between3And6,remote,full,Москва,ANCOR,Руководитель проектов,,2026-01-13T11:39:00+0300,https://hh.ru/vacancy/129350152,металлургия
127496057,Специалист по расчетам себестоимости,60000,65000,RUR,noExperience,fullDay,full,Иркутск,ПИК Астрон,Экономист,,2026-02-10T04:06:28+0300,https://hh.ru/vacancy/127496057,металлургия
130068285,Электромонтер,,,,between3And6,fullDay,full,Барнаул,МЕТАЛЛУРГИЯ,Электромонтажник,,2026-02-02T06:01:54+0300,https://hh.ru/vacancy/130068285,металлургия
128581177,Начальник производственно-технического отдела,100000,150000,RUR,between3And6,fullDay,full,Ростов-на-Дону,НПЦ Металлург,"Инженер ПТО, инженер-сметчик",,2026-02-04T16:10:23+0300,https://hh.ru/vacancy/128581177,металлургия
129266920,"Продавец-консультант в магазин игрушек ""Весёлый кот"" (Металлургов, 20)",40000,,RUR,noExperience,shift,full,Орел,Весёлый кот,"Продавец-консультант, продавец-кассир","Выкладка товаров,Пополнение товарных запасов,Обслуживание покупателей,Навыки продаж,Торговля,Работа с кассой,Консультирование,Грамотная речь,Умение работать в команде",2026-01-12T09:23:51+0300,https://hh.ru/vacancy/129266920,металлургия
130294632,Менеджер по продажам (Приокский р-н),100000,150000,RUR,between1And3,fullDay,full,Нижний Новгород,Персонал-Волга,"Менеджер по продажам, менеджер по работе с клиентами",,2026-02-09T16:37:56+0300,https://hh.ru/vacancy/130294632,металлургия
130230636,Слесарь-механик,50000,70000,RUR,between1And3,fullDay,full,Нижний Тагил,Производственная компания Промжелдортранс Металлург,Механик,"Ремонт автотранспорта,Ответственность,Слесарные работы",2026-02-06T09:50:06+0300,https://hh.ru/vacancy/130230636,металлургия
130132702,Бухгалтер по заработной плате,80000,,RUR,between1And3,fullDay,full,Екатеринбург,СварТехМонтаж,Бухгалтер,"1С: Зарплата и кадры,1С: Бухгалтерия,Расчет заработной платы",2026-02-10T06:27:58+0300,https://hh.ru/vacancy/130132702,металлургия
130302600,Главный специалист группы сопровождения заключения договоров закупок,,,,between3And6,fullDay,full,Чита,Удоканская медь,Специалист по тендерам,"Заключение договоров,Тендеры,Закупка товаров и услуг,Закупки,Договорная работа",2026-02-10T05:57:33+0300,https://hh.ru/vacancy/130302600,металлургия
129989671,Ведущий бухгалтер по заработной плате,100000,,RUR,between3And6,fullDay,full,Екатеринбург,СварТехМонтаж,Бухгалтер,,2026-02-10T06:27:55+0300,https://hh.ru/vacancy/129989671,металлургия
129989518,Заместитель главного бухгалтера,100000,,RUR,between3And6,fullDay,full,Екатеринбург,СварТехМонтаж,Бухгалтер,,2026-02-10T06:27:53+0300,https://hh.ru/vacancy/129989518,металлургия
129713301,Инженер-технолог в цех калиброванного металлопроката,100000,130000,RUR,between3And6,fullDay,full,Челябинск,ЧЗПО,Технолог,"Внимательность,Работа с документацией,Знание шлифовальной группы ЧПУ,Техническая документация,Производственный контроль",2026-02-09T15:21:01+0300,https://hh.ru/vacancy/129713301,металлургия
130301407,Начальник отдела технического контроля,,,,between1And3,flyInFlyOut,full,Иркутск,Полиметалл,Другое,,2026-02-10T02:47:24+0300,https://hh.ru/vacancy/130301407,металлургия
129578073,Инженер-технолог на кабельный завод,120000,120000,RUR,between3And6,fullDay,full,Москва,Москабельмет,Технолог,,2026-02-09T10:20:33+0300,https://hh.ru/vacancy/129578073,металлургия
129378989,Менеджер по продажам и закупкам металлов,150000,,RUR,between3And6,fullDay,full,Москва,ТОП ЭЛОЙ,Менеджер по закупкам,"Деловая переписка,Внутренние коммуникации,Телефонные переговоры,Управление закупками,Закупка материалов",2026-02-09T17:11:02+0300,https://hh.ru/vacancy/129378989,металлургия
130126619,Охранник,5600,,RUR,noExperience,shift,full,Сегежа,Охрана МЕТАЛЛУРГ,Охранник,,2026-02-03T12:59:20+0300,https://hh.ru/vacancy/130126619,металлургия
130283026,Инженер - конструктор (нестандартное оборудование),60000,,RUR,between1And3,fullDay,full,Ижевск,ИЖЕВСКИЙ ЗАВОД ПЛАСТМАСС,"Инженер-конструктор, инженер-проектировщик",,2026-02-09T13:02:22+0300,https://hh.ru/vacancy/130283026,металлургия
129310628,Инженер-конструктор,75000,75000,RUR,noExperience,fullDay,full,Пермь,Научно-производственное предприятие Композитмаш,"Инженер-конструктор, инженер-проектировщик","Компас-3D,Чтение чертежей,Точность и внимательность к деталям,ЕСКД,Разработка технической документации,Выбор технологической оснастки,Технологии металлургии",2026-02-09T17:02:11+0300,https://hh.ru/vacancy/129310628,металлургия
129310629,Инженер-конструктор,75000,75000,RUR,noExperience,fullDay,full,Краснокамск,Научно-производственное предприятие Композитмаш,"Инженер-конструктор, инженер-проектировщик","Компас-3D,Чтение чертежей,Точность и внимательность к деталям,ЕСКД,Разработка технической документации,Выбор технологической оснастки,Технологии металлургии",2026-02-09T17:02:11+0300,https://hh.ru/vacancy/129310629,металлургия
130279982,Мастер участка плавильного производства,120000,,RUR,between3And6,shift,full,Санкт-Петербург,БалтМетКом,"Начальник смены, мастер участка","Умение работать в команде,Высшее образование,Работа с компьютером",2026-02-09T12:07:38+0300,https://hh.ru/vacancy/130279982,металлургия
129940111,Специалист по обработке заявок в отдел продаж / поддержки продаж,70000,110000,RUR,between1And3,fullDay,full,Екатеринбург,ГАЙД СИСТЕМС,Технолог,"Работа в команде,Заключение договоров,Деловое общение,Техническая документация,металлургическое оборудование,изделия по чертежам,Чтение чертежей,Работа с большим объемом информации,Грамотность,Ведение переписки,Многозадачность,Умение работать в режиме многозадачности,Пользователь ПК,Автоматизация,Работа с CRM,Автоматизация процессов",2026-02-09T07:28:18+0300,https://hh.ru/vacancy/129940111,металлургия
130086228,Управляющий директор/главный менеджер дирекции по работе с ключевыми клиентами,,,,between3And6,fullDay,full,Москва,Банк ВТБ (ПАО),Руководитель отдела клиентского обслуживания,"Финансовый анализ,Анализ бизнес показателей,Поиск и привлечение клиентов,Планирование продаж,Навыки переговоров,Навыки продаж",2026-02-09T17:05:28+0300,https://hh.ru/vacancy/130086228,металлургия
130299273,Заведующий складом,120000,,RUR,between3And6,fullDay,full,Санкт-Петербург,БалтМетКом,Начальник склада,,2026-02-09T19:00:46+0300,https://hh.ru/vacancy/130299273,металлургия
129594217,Грузчик/Разнорабочий на склад Marmalato (Первомайский район),49000,49000,RUR,noExperience,shift,full,Новосибирск,MARMALATO,Грузчик,"Коммуникабельность,обучаемость",2026-02-09T13:03:58+0300,https://hh.ru/vacancy/129594217,металлургия
130036096,Уборщик в литейных цехах (разборщик литья),60000,80000,RUR,noExperience,fullDay,full,Барнаул,МЕТАЛЛУРГИЯ,"Уборщица, уборщик",,2026-01-30T10:56:10+0300,https://hh.ru/vacancy/130036096,металлургия
130195510,Плавильщик,88500,126500,RUR,between1And3,shift,full,Сергиев Посад (Московская область),Завод Агрокабель,Разнорабочий,Умение работать в коллективе,2026-02-08T10:18:37+0300,https://hh.ru/vacancy/130195510,металлургия
129575523,Наладчик прессового оборудования,85000,,RUR,between1And3,fullDay,full,Рыбинск,Ирбис Скай Тех,"Сервисный инженер, инженер-механик","Ремонт оборудования,Ремонтные работы,Ввод оборудования в эксплуатацию,Техническое обслуживание,Контроль исправности оборудования,Точность и внимательность к деталям,Наладка оборудования",2026-02-09T10:00:04+0300,https://hh.ru/vacancy/129575523,металлургия
130284722,Инженер-технолог 1 категории бюро по противокоррозионной защите и гальванопокрытиям,51800,51800,RUR,between1And3,fullDay,full,Саратов,EПК Самара,Технолог,"Бережная эксплуатация оборудования и инструментов,Технический контроль производства,Умение работать в коллективе,Технологии металлургии,Техническая документация",2026-02-09T13:28:40+0300,https://hh.ru/vacancy/130284722,металлургия
127576621,Технолог (литейная группа),110000,130000,RUR,between1And3,fullDay,full,Новосибирск,НОВОСИБИРСКИЙ СТРЕЛОЧНЫЙ ЗАВОД,Технолог,"Компас-3D,Разработка технических заданий,Разработка инструкций,AutoCAD,1С: Управление Производственным Предприятием,Ответственность,Исполнительность",2026-02-09T04:34:01+0300,https://hh.ru/vacancy/127576621,металлургия
130086954,Инженер ОТК/Контролер ОТК,60000,70000,RUR,between1And3,fullDay,full,Челябинск,ПК Металлург,Контролёр ОТК,"Точность и внимательность к деталям,Контроль качества,Управление требованиями",2026-02-02T13:01:40+0300,https://hh.ru/vacancy/130086954,металлургия
130276373,Менеджер по развитию,78000,78000,RUR,between3And6,fullDay,full,Дзержинск (Нижегородская область),РИФМЕТ ПРО,"Менеджер по продажам, менеджер по работе с клиентами",,2026-02-09T11:07:20+0300,https://hh.ru/vacancy/130276373,металлургия
130144145,Инженер по продажам литейных материалов,140000,,RUR,between1And3,fullDay,full,Санкт-Петербург,Научно-технический центр промышленных технологий,"Менеджер по продажам, менеджер по работе с клиентами","Активные продажи,B2B Продажи,Подготовка коммерческих предложений,Литейные технологии,Английский язык - базовый уровень",2026-02-09T21:01:42+0300,https://hh.ru/vacancy/130144145,металлургия
130144146,Инженер по продажам литейных материалов,140000,,RUR,between1And3,fullDay,full,Казань,Научно-технический центр промышленных технологий,"Менеджер по продажам, менеджер по работе с клиентами","Активные продажи,B2B Продажи,Подготовка коммерческих предложений,Литейные технологии,Английский язык - базовый уровень",2026-02-09T21:01:42+0300,https://hh.ru/vacancy/130144146,металлургия
130144147,Инженер по продажам литейных материалов,140000,,RUR,between1And3,fullDay,full,Набережные Челны,Научно-технический центр промышленных технологий,"Менеджер по продажам, менеджер по работе с клиентами","Активные продажи,B2B Продажи,Подготовка коммерческих предложений,Литейные технологии,Английский язык - базовый уровень",2026-02-09T21:01:42+0300,https://hh.ru/vacancy/130144147,металлургия
120228776,Менеджер по продажам,80000,250000,RUR,between1And3,fullDay,full,Чебоксары,Металл Стор,"Менеджер по продажам, менеджер по работе с клиентами","Активные продажи,Сопровождение клиентов,Телефонные переговоры,Навыки продаж,Выявление потребностей,amoCRM",2026-02-09T12:09:31+0300,https://hh.ru/vacancy/120228776,металлургия
129599801,Начальник производственного цеха,,,,between3And6,fullDay,full,Каменск-Уральский,Каменск-Уральский завод по обработке цветных металлов,Начальник производства,,2026-02-09T08:28:24+0300,https://hh.ru/vacancy/129599801,металлургия
129363184,Менеджер по продажам металлопроката,100000,,RUR,between1And3,fullDay,full,Екатеринбург,АСМ Комплект,"Менеджер по продажам, менеджер по работе с клиентами","Телефонные переговоры,Активные продажи,Поиск и привлечение клиентов,Заключение договоров,Консультирование клиентов,Холодные продажи,Деловая переписка",2026-02-09T14:03:40+0300,https://hh.ru/vacancy/129363184,металлургия
122099696,Клиентский менеджер розничного бизнеса (группа резерва),80000,,RUR,noExperience,fullDay,full,Тула,Банк ВТБ (ПАО),"Менеджер по продажам, менеджер по работе с клиентами","Активные продажи,Продажа кредитных продуктов,потребительские кредиты,Ориентация на клиента,кредитные карты,Навыки презентации,оформление документации,Навыки продаж,Деловое общение",2026-02-09T09:13:16+0300,https://hh.ru/vacancy/122099696,металлургия
129908315,Финансовый менеджер,80000,,RUR,between3And6,fullDay,full,Пермь,Керамет Порошковая Металлургия-Насосное Производство,Финансовый менеджер,"Финансовый менеджмент,Финансовое планирование,Анализ финансовых показателей,Финансовый контроль,Финансовый анализ,Кредитные договоры,Финансовая отчетность,Бюджетирование,Управление финансами,Экономический анализ,Планирование,Формирование бюджета,Краткосрочное бюджетирование и планирование,Формирование управленческой отчетности,Корпоративные финансы,Управленческий учет,Управленческая отчетность,Аналитическое мышление,Деловая переписка,Работа с большим объемом информации,Анализ текущих финансовых показателей,Деловая коммуникация,Корпоративная этика,Лизинговые операции,Факторинг,Управление ликвидностью компании,Контроль кредиторской задолженности,Управление бюджетом,Управление затратами",2026-02-05T07:14:53+0300,https://hh.ru/vacancy/129908315,металлургия
127480963,"Кладовщик Новогорелово (""Торговый дом ММК"")",100000,100000,RUR,between1And3,fullDay,full,Новогорелово,Магнитогорский металлургический комбинат,Кладовщик,,2026-02-09T16:05:54+0300,https://hh.ru/vacancy/127480963,металлургия
127481047,"Кладовщик, Красное Село (""Торговый дом ММК"")",100000,100000,RUR,between1And3,fullDay,full,Красное Село,Магнитогорский металлургический комбинат,Кладовщик,,2026-02-09T16:05:50+0300,https://hh.ru/vacancy/127481047,металлургия
130119946,Специалист ПТО,,,,between1And3,fullDay,full,Череповец,Компания СК Металлург,Другое,"Строительство,Проектная документация,AutoCAD,Точность и внимательность к деталям,Умение работать в коллективе",2026-02-03T11:05:36+0300,https://hh.ru/vacancy/130119946,металлургия
127095821,Инженер по штампам_Начинающий специалист,,,,noExperience,fullDay,full,Санкт-Петербург,Петерформ,Другое,,2026-02-09T14:25:58+0300,https://hh.ru/vacancy/127095821,металлургия
129576208,Специалист отдела технического контроля,50000,,RUR,noExperience,fullDay,full,Екатеринбург,Промимпэкс,Специалист по сертификации,MS Excel,2026-02-09T10:06:38+0300,https://hh.ru/vacancy/129576208,металлургия
130300696,Главный инженер ГОФ/ЗИФ,,,,moreThan6,flyInFlyOut,full,Чита,Восточно-Европейская Добывающая Компания,Начальник производства,,2026-02-09T21:52:21+0300,https://hh.ru/vacancy/130300696,металлургия
130300697,Главный инженер ГОФ/ЗИФ,,,,moreThan6,flyInFlyOut,full,Челябинск,Восточно-Европейская Добывающая Компания,Начальник производства,,2026-02-09T21:52:21+0300,https://hh.ru/vacancy/130300697,металлургия
130026604,Инженер-технолог в литейном производстве,90000,90000,RUR,between3And6,fullDay,full,Челябинск,Нэк Ресурс,Технолог,,2026-02-09T08:32:28+0300,https://hh.ru/vacancy/130026604,металлургия
129356032,Инженер-конструктор,100000,,RUR,between1And3,fullDay,full,Екатеринбург,ИнСетКом,"Инженер-конструктор, инженер-проектировщик","AutoCAD,MS Office,Компас 3D,Solid Works",2026-02-09T13:55:59+0300,https://hh.ru/vacancy/129356032,металлургия
129592502,Менеджер по продажам,50000,,RUR,between3And6,remote,part,Москва,ФерроКарбон,"Менеджер по продажам, менеджер по работе с клиентами",,2026-02-09T12:43:55+0300,https://hh.ru/vacancy/129592502,металлургия
129609719,Слесарь сборщик,100000,120000,RUR,between1And3,fullDay,full,Москва,Сварог,"Слесарь, сантехник","Слесарные работы,Технологии металлургии,Обращение с технической документацией,Владение электроинструментом",2026-02-09T16:29:36+0300,https://hh.ru/vacancy/129609719,металлургия
129609718,Электромонтажник,120000,130000,RUR,between1And3,fullDay,full,Москва,Сварог,Электромонтажник,"Слесарные работы,Технологии металлургии,Обращение с технической документацией,Владение электроинструментом",2026-02-09T16:29:35+0300,https://hh.ru/vacancy/129609718,металлургия
126565140,Инженер АСУ ТП,121000,,RUR,between1And3,fullDay,full,Екатеринбург,Русская медная компания,Инженер ПНР,,2026-02-09T07:54:11+0300,https://hh.ru/vacancy/126565140,металлургия
